Isolate,Accession_number,Collection_time,Location,Global_clade,Source
A/Toulon/302/2019/2019.037/3C.2a1b.1,EPI_ISL_345800,2019.037,Toulon,3C.2a1b.1,GISAID
A/Ecuador/1246/2018/2018.886/3C.2a1b.1,EPI_ISL_355741,2018.886,Ecuador,3C.2a1b.1,GISAID
A/Peru/3819/2019/2019.344/3C.2a1b.1,EPI_ISL_417898,2019.344,Peru,3C.2a1b.1,GISAID
A/Switzerland/9020/2018/2018.968/3C.2a1b.1,EPI_ISL_338368,2018.968,Switzerland,3C.2a1b.1,GISAID
A/Moldova/903/2018/2018.985/3C.2a1b.1,EPI_ISL_342095,2018.985,Moldova,3C.2a1b.1,GISAID
A/Ecuador/4472/2019/2019.026/3C.2a1b.1,EPI_ISL_355742,2019.026,Ecuador,3C.2a1b.1,GISAID
A/LaRioja/2202/2018/2018.251/3C.2a1b.1,EPI_ISL_314925,2018.251,LaRioja,3C.2a1b.1,GISAID
A/Santiago/38093/2018/2018.347/3C.2a1b.1,EPI_ISL_316428,2018.347,Santiago,3C.2a1b.1,GISAID
A/Maine/46/2018/2018.993/3C.2a1b.1,EPI_ISL_339674,2018.993,Maine,3C.2a1b.1,GISAID
A/Verkh-Chebula/RII-2987S/2019/2019.103/3C.2a1b.1,EPI_ISL_350674,2019.103,Verkh-Chebula,3C.2a1b.1,GISAID
A/Belgium/H0058/2019/2019.311/3C.2a1b.1,EPI_ISL_398120,2019.311,Belgium,3C.2a1b.1,GISAID
A/England/92700431/2019/2019.486/3C.2a1b.1,EPI_ISL_399789,2019.486,England,3C.2a1b.1,GISAID
A/SaoPaulo/1265906-IAL/2019/2019.601/3C.2a1b.1,EPI_ISL_398944,2019.601,SaoPaulo,3C.2a1b.1,GISAID
A/Bolivia/237/2019/2019.095/3C.2a1b.1,EPI_ISL_377874,2019.095,Bolivia,3C.2a1b.1,GISAID
A/Togo/299/2019/2019.152/3C.2a1b.1,EPI_ISL_391373,2019.152,Togo,3C.2a1b.1,GISAID
A/Kenya/130/2019/2019.503/3C.2a1b.1,EPI_ISL_417909,2019.503,Kenya,3C.2a1b.1,GISAID
A/Togo/717/2019/2019.47/3C.2a1b.1,EPI_ISL_398942,2019.47,Togo,3C.2a1b.1,GISAID
A/BurkinaFaso/1449/2019/2019.037/3C.2a1b.1,EPI_ISL_363933,2019.037,BurkinaFaso,3C.2a1b.1,GISAID
A/Moscow/220/2018/2018.968/3C.2a1b.1,EPI_ISL_342205,2018.968,Moscow,3C.2a1b.1,GISAID
A/Trencin/74/2019/2019.042/3C.2a1b.1,EPI_ISL_377346,2019.042,Trencin,3C.2a1b.1,GISAID
A/Trnava/70/2019/2019.042/3C.2a1b.1,EPI_ISL_377347,2019.042,Trnava,3C.2a1b.1,GISAID
A/Lebanon/231/2019/2019.081/3C.2a1b.1,EPI_ISL_355625,2019.081,Lebanon,3C.2a1b.1,GISAID
A/StPetersburg/RII-322/2019/2019.267/3C.2a1b.1,EPI_ISL_377659,2019.267,StPetersburg,3C.2a1b.1,GISAID
A/Sakha/3014V/2019/2019.289/3C.2a1b.1,EPI_ISL_389227,2019.289,Sakha,3C.2a1b.1,GISAID
A/Togo/634/2019/2019.382/3C.2a1b.1,EPI_ISL_398945,2019.382,Togo,3C.2a1b.1,GISAID
A/Nakhonphanom/2883/2018/2018.922/3C.2a1b.1,EPI_ISL_350081,2018.922,Nakhonphanom,3C.2a1b.1,GISAID
A/Mali/361/2019/2019.851/3C.2a1b.1,EPI_ISL_413721,2019.851,Mali,3C.2a1b.1,GISAID
A/Nigeria/4117/2019/2019.618/3C.2a1b.1,EPI_ISL_443126,2019.618,Nigeria,3C.2a1b.1,GISAID
A/Stavropol/10/2020/2020.171/3C.2a1b.1a,EPI_ISL_485775,2020.171,Stavropol,3C.2a1b.1a,GISAID
A/Niger/7346/2019/2019.832/3C.2a1b.1a,EPI_ISL_413231,2019.832,Niger,3C.2a1b.1a,GISAID
A/Togo/230/2020/2020.07/3C.2a1b.1a,EPI_ISL_528879,2020.07,Togo,3C.2a1b.1a,GISAID
A/Togo/1307/2019/2019.738/3C.2a1b.1a,EPI_ISL_409091,2019.738,Togo,3C.2a1b.1a,GISAID
A/Yokohama/291/2019/2019.968/3C.2a1b.1a,EPI_ISL_414386,2019.968,Yokohama,3C.2a1b.1a,GISAID
A/Santiago/26038/2020/2020.209/3C.2a1b.1a,EPI_ISL_499052,2020.209,Santiago,3C.2a1b.1a,GISAID
A/Philippines/1/2021/2021.366/3C.2a1b.1a,EPI_ISL_3950045,2021.366,Philippines,3C.2a1b.1a,GISAID
A/Perth/20/2020/2020.078/3C.2a1b.1a,EPI_ISL_512699,2020.078,Perth,3C.2a1b.1a,GISAID
A/Perth/20/2020-egg/2020.078/3C.2a1b.1a,EPI_ISL_458288,2020.078,Perth,3C.2a1b.1a,GISAID
A/Zahle/358/2020/2020.154/3C.2a1b.1a,EPI_ISL_498414,2020.154,Zahle,3C.2a1b.1a,GISAID
A/Yokohama/68/2020/2020.13/3C.2a1b.1a,EPI_ISL_498206,2020.13,Yokohama,3C.2a1b.1a,GISAID
A/Ethiopia/4004/2021/2021.651/3C.2a1b.1a,EPI_ISL_9388929,2021.651,Ethiopia,3C.2a1b.1a,GISAID
A/Ethiopia/1055/2021/2021.9/3C.2a1b.1a,EPI_ISL_9388981,2021.9,Ethiopia,3C.2a1b.1a,GISAID
A/Togo/1973/2019/2019.933/3C.2a1b.1a,EPI_ISL_491772,2019.933,Togo,3C.2a1b.1a,GISAID
A/NewYork/21/2020/2020.097/3C.2a1b.1a,EPI_ISL_424836,2020.097,NewYork,3C.2a1b.1a,GISAID
A/Nigeria/5059/2020/2020.914/3C.2a1b.1a,EPI_ISL_1296301,2020.914,Nigeria,3C.2a1b.1a,GISAID
A/Niger/8749/2021/2021.037/3C.2a1b.1a,EPI_ISL_1367567,2021.037,Niger,3C.2a1b.1a,GISAID
A/Niger/8635/2020/2020.99/3C.2a1b.1a,EPI_ISL_1367587,2020.99,Niger,3C.2a1b.1a,GISAID
A/Belgium/H0026/2022/2021.941/3C.2a1b.1a,EPI_ISL_12240114,2021.941,Belgium,3C.2a1b.1a,GISAID
A/Togo/1246/2021/2021.801/3C.2a1b.1a,EPI_ISL_11496609,2021.801,Togo,3C.2a1b.1a,GISAID
A/Togo/771/2020/2020.791/3C.2a1b.1a,EPI_ISL_882872,2020.791,Togo,3C.2a1b.1a,GISAID
A/Mali/20060/2020/2020.168/3C.2a1b.1a,EPI_ISL_766839,2020.168,Mali,3C.2a1b.1a,GISAID
A/Togo/237/2021/2021.168/3C.2a1b.1a,EPI_ISL_2625814,2021.168,Togo,3C.2a1b.1a,GISAID
A/Mali/20051/2020/2020.154/3C.2a1b.1a,EPI_ISL_766828,2020.154,Mali,3C.2a1b.1a,GISAID
A/Zambia/172/2021/2021.536/3C.2a1b.1a,EPI_ISL_11496556,2021.536,Zambia,3C.2a1b.1a,GISAID
A/Sydney/8/2021/2021.884/3C.2a1b.1a,EPI_ISL_7458492,2021.884,Sydney,3C.2a1b.1a,GISAID
A/Uganda/7/2021/2021.412/3C.2a1b.1a,EPI_ISL_14016110,2021.412,Uganda,3C.2a1b.1a,GISAID
A/Uganda/210/2022/2022.141/3C.2a1b.1a,EPI_ISL_16835766,2022.141,Uganda,3C.2a1b.1a,GISAID
A/Zambia/4-381/2018/2018.692/3C.2a1b.1,EPI_ISL_367830,2018.692,Zambia,3C.2a1b.1,GISAID
A/Taiwan/544/2017/2017.464/3C.2a1b.1,EPI_ISL_275616,2017.464,Taiwan,3C.2a1b.1,GISAID
A/NewZealand/2337/2017/2017.64/3C.2a1b.1,EPI_ISL_286031,2017.64,NewZealand,3C.2a1b.1,GISAID
A/Mozambique/309/2017/2017.656/3C.2a1b.1,EPI_ISL_296523,2017.656,Mozambique,3C.2a1b.1,GISAID
A/Singapore/TT0495/2017/2017.322/3C.2a1b.1,EPI_ISL_269770,2017.322,Singapore,3C.2a1b.1,GISAID
A/Yokohama/143/2017/2017.579/3C.2a1b.1,EPI_ISL_277441,2017.579,Yokohama,3C.2a1b.1,GISAID
A/Kenya/167/2018/2018.426/3C.2a1b.1,EPI_ISL_338566,2018.426,Kenya,3C.2a1b.1,GISAID
A/SouthAfrica/R07380/2017/2017.566/3C.2a1b.1,EPI_ISL_285896,2017.566,SouthAfrica,3C.2a1b.1,GISAID
A/Mozambique/8218/2018/2018.16/3C.2a1b.1,EPI_ISL_321885,2018.16,Mozambique,3C.2a1b.1,GISAID
A/Vietnam/241/2018/2018.755/3C.2a1b.2,EPI_ISL_336541,2018.755,Vietnam,3C.2a1b.2,GISAID
A/Vietnam/237/2018/2018.736/3C.2a1b.2,EPI_ISL_336479,2018.736,Vietnam,3C.2a1b.2,GISAID
A/Sachsen/97/2019/2019.21/3C.2a1b.2,EPI_ISL_353320,2019.21,Sachsen,3C.2a1b.2,GISAID
A/Cambodia/e0512384/2020/2020.253/3C.2a1b.2,EPI_ISL_514689,2020.253,Cambodia,3C.2a1b.2,GISAID
A/Zhejiang-Haishu/1980/2019/2019.401/3C.2a1b.2,EPI_ISL_377126,2019.401,Zhejiang-Haishu,3C.2a1b.2,GISAID
A/Vologda/RII-1090S/2020/2020.026/3C.2a1b.2,EPI_ISL_407100,2020.026,Vologda,3C.2a1b.2,GISAID
A/Sichuan-Qingyang/11300/2019/2019.596/3C.2a1b.2,EPI_ISL_390625,2019.596,Sichuan-Qingyang,3C.2a1b.2,GISAID
A/Iowa/60/2018/2018.793/3C.2a1b.2,EPI_ISL_332171,2018.793,Iowa,3C.2a1b.2,GISAID
A/Victoria/753/2018/2018.851/3C.2a1b.2,EPI_ISL_336142,2018.851,Victoria,3C.2a1b.2,GISAID
A/AbuDhabi/54/2019/2019.368/3C.2a1b.2,EPI_ISL_394952,2019.368,AbuDhabi,3C.2a1b.2,GISAID
A/Okinawa/74/2019/2019.503/3C.2a1b.2,EPI_ISL_394199,2019.503,Okinawa,3C.2a1b.2,GISAID
A/Zhejiang-Nanhu/1108/2019/2019.1/3C.2a1b.2,EPI_ISL_344284,2019.1,Zhejiang-Nanhu,3C.2a1b.2,GISAID
A/Sizyabsk/RII-4261S/2019/2019.196/3C.2a1b.2,EPI_ISL_364360,2019.196,Sizyabsk,3C.2a1b.2,GISAID
A/Belgium/S1392/2019/2019.116/3C.2a1b.2,EPI_ISL_357194,2019.116,Belgium,3C.2a1b.2,GISAID
A/Yokosuka/17/2019/2019.021/3C.2a1b.2,EPI_ISL_363479,2019.021,Yokosuka,3C.2a1b.2,GISAID
A/Martinique/481/2019/2019.212/3C.2a1b.2,EPI_ISL_393784,2019.212,Martinique,3C.2a1b.2,GISAID
A/SouthAustralia/34/2019/2019.1/3C.2a1b.2,EPI_ISL_346283,2019.1,SouthAustralia,3C.2a1b.2,GISAID
A/Norway/3739/2018/2018.916/3C.2a1b.2,EPI_ISL_337924,2018.916,Norway,3C.2a1b.2,GISAID
A/StPetersburg/RII-300/2019/2019.234/3C.2a1b.2,EPI_ISL_377654,2019.234,StPetersburg,3C.2a1b.2,GISAID
A/Uppsala/1/2019/2019.084/3C.2a1b.2,EPI_ISL_343375,2019.084,Uppsala,3C.2a1b.2,GISAID
A/Tokyo/19063/2019/2019.3/3C.2a1b.2,EPI_ISL_370364,2019.3,Tokyo,3C.2a1b.2,GISAID
A/Victoria/2703/2019/2019.497/3C.2a1b.2b,EPI_ISL_406604,2019.497,Victoria,3C.2a1b.2b,GISAID
A/Yokosuka/57/2018/2018.977/3C.2a1b.2b,EPI_ISL_395206,2018.977,Yokosuka,3C.2a1b.2b,GISAID
A/Yokohama/80/2019/2019.089/3C.2a1b.2b,EPI_ISL_346649,2019.089,Yokohama,3C.2a1b.2b,GISAID
A/Victoria/909/2019/2019.16/3C.2a1b.2b,EPI_ISL_351028,2019.16,Victoria,3C.2a1b.2b,GISAID
A/Christchurch/515/2019-egg/2019.253/3C.2a1b.2b,EPI_ISL_364622,2019.253,Christchurch,3C.2a1b.2b,GISAID
A/Wellington/27/2019/2019.382/3C.2a1b.2b,EPI_ISL_389277,2019.382,Wellington,3C.2a1b.2b,GISAID
A/Wellington/8/2019/2019.223/3C.2a1b.2b,EPI_ISL_356632,2019.223,Wellington,3C.2a1b.2b,GISAID
A/MinasGerais/12710/2020/2020.138/3C.2a1b.2b,EPI_ISL_584006,2020.138,MinasGerais,3C.2a1b.2b,GISAID
A/Saitama/176/2019/2019.642/3C.2a1b.2b,EPI_ISL_400634,2019.642,Saitama,3C.2a1b.2b,GISAID
A/Nakhonphanom/498/2019/2019.481/3C.2a1b.2b,EPI_ISL_398961,2019.481,Nakhonphanom,3C.2a1b.2b,GISAID
A/ChiangRai/197/2019/2019.295/3C.2a1b.2b,EPI_ISL_386870,2019.295,ChiangRai,3C.2a1b.2b,GISAID
A/Yokohama/158/2019/2019.347/3C.2a1b.2b,EPI_ISL_365581,2019.347,Yokohama,3C.2a1b.2b,GISAID
A/Yokohama/132/2019/2019.163/3C.2a1b.2b,EPI_ISL_356436,2019.163,Yokohama,3C.2a1b.2b,GISAID
A/Montana/18/2019/2019.136/3C.2a1b.2b,EPI_ISL_355577,2019.136,Montana,3C.2a1b.2b,GISAID
A/VinaDelMar/82289/2019/2019.185/3C.2a1b.2b,EPI_ISL_403671,2019.185,VinaDelMar,3C.2a1b.2b,GISAID
A/Yasothon/384/2019/2019.623/3C.2a1b.2b,EPI_ISL_409059,2019.623,Yasothon,3C.2a1b.2b,GISAID
A/Lao/2461/2019/2019.678/3C.2a1b.2b,EPI_ISL_405743,2019.678,Lao,3C.2a1b.2b,GISAID
A/Wisconsin/3/2020/2020.023/3C.2a1b.2b,EPI_ISL_409070,2020.023,Wisconsin,3C.2a1b.2b,GISAID
A/Tokyo/19139/2019/2019.473/3C.2a1b.2b,EPI_ISL_392485,2019.473,Tokyo,3C.2a1b.2b,GISAID
A/Victoria/2859/2019/2019.862/3C.2a1b.2b,EPI_ISL_404052,2019.862,Victoria,3C.2a1b.2b,GISAID
A/Victoria/223/2019/2019.612/3C.2a1b.2b,EPI_ISL_389563,2019.612,Victoria,3C.2a1b.2b,GISAID
A/Swansea/7317/2019/2019.615/3C.2a1b.2b,EPI_ISL_389332,2019.615,Swansea,3C.2a1b.2b,GISAID
A/Hawaii/42/2019/2019.404/3C.2a1b.2b,EPI_ISL_377886,2019.404,Hawaii,3C.2a1b.2b,GISAID
A/HongKong/3055/2019/2019.541/3C.2a1b.2b,EPI_ISL_395116,2019.541,HongKong,3C.2a1b.2b,GISAID
A/Victoria/97/2019/2019.451/3C.2a1b.2b,EPI_ISL_405930,2019.451,Victoria,3C.2a1b.2b,GISAID
A/Iceland/5/2020/2020.141/3C.2a1b.2b,EPI_ISL_485752,2020.141,Iceland,3C.2a1b.2b,GISAID
A/Santiago/4891/2020/2020.031/3C.2a1b.2b,EPI_ISL_499050,2020.031,Santiago,3C.2a1b.2b,GISAID
A/Wisconsin/554/2019/2019.448/3C.2a1b.2b,EPI_ISL_377896,2019.448,Wisconsin,3C.2a1b.2b,GISAID
A/Wisconsin/557/2019/2019.536/3C.2a1b.2b,EPI_ISL_391186,2019.536,Wisconsin,3C.2a1b.2b,GISAID
A/Brest/2522/2019/2019.881/3C.2a1b.2b,EPI_ISL_400340,2019.881,Brest,3C.2a1b.2b,GISAID
A/Switzerland/8127/2019/2019.949/3C.2a1b.2b,EPI_ISL_407527,2019.949,Switzerland,3C.2a1b.2b,GISAID
A/Switzerland/7204/2020/2019.93/3C.2a1b.2b,EPI_ISL_407622,2019.93,Switzerland,3C.2a1b.2b,GISAID
A/Maldives/925/2018/2018.423/3C.2a1b.2,EPI_ISL_331529,2018.423,Maldives,3C.2a1b.2,GISAID
A/Maldives/810/2018/2018.407/3C.2a1b.2,EPI_ISL_331528,2018.407,Maldives,3C.2a1b.2,GISAID
A/Parma/186/2018/2018.971/3C.2a1b.2,EPI_ISL_337162,2018.971,Parma,3C.2a1b.2,GISAID
A/SriLanka/2/2019/2019.001/3C.2a1b.2,EPI_ISL_339240,2019.001,SriLanka,3C.2a1b.2,GISAID
A/Wrexham/782/2018/2018.988/3C.2a1b.2,EPI_ISL_334413,2018.988,Wrexham,3C.2a1b.2,GISAID
A/Iasi/239836/2019/2019.029/3C.2a1b.2,EPI_ISL_347148,2019.029,Iasi,3C.2a1b.2,GISAID
A/NorthernIreland/30546/2018/2018.87/3C.2a1b.2,EPI_ISL_338761,2018.87,NorthernIreland,3C.2a1b.2,GISAID
A/Madagascar/657/2019/2019.204/3C.2a1b.2,EPI_ISL_395106,2019.204,Madagascar,3C.2a1b.2,GISAID
A/CoteDIvoire/648/2019/2019.292/3C.2a1b.2,EPI_ISL_393570,2019.292,CoteDIvoire,3C.2a1b.2,GISAID
A/Kuwait/6435/2018/2018.525/3C.2a1b.2,EPI_ISL_346093,2018.525,Kuwait,3C.2a1b.2,GISAID
A/Denmark/2902/2019/2019.232/3C.2a1b.2,EPI_ISL_354078,2019.232,Denmark,3C.2a1b.2,GISAID
A/Slovenia/940/2019/2019.097/3C.2a1b.2,EPI_ISL_363125,2019.097,Slovenia,3C.2a1b.2,GISAID
A/Pakistan/1213/2019/2019.108/3C.2a1b.2,EPI_ISL_355567,2019.108,Pakistan,3C.2a1b.2,GISAID
A/Oman/4262/2019/2019.481/3C.2a1b.2,EPI_ISL_394036,2019.481,Oman,3C.2a1b.2,GISAID
A/Qatar/16-VI-19-0049409/2019/2019.653/3C.2a1b.2a,EPI_ISL_401726,2019.653,Qatar,3C.2a1b.2a,GISAID
A/Victoria/2855/2019/2019.81/3C.2a1b.2a,EPI_ISL_402022,2019.81,Victoria,3C.2a1b.2a,GISAID
A/Abudhabi/59/2019/2019.659/3C.2a1b.2a,EPI_ISL_409405,2019.659,Abudhabi,3C.2a1b.2a,GISAID
A/Christchurch/502/2020/2020.253/3C.2a1b.2a,EPI_ISL_528754,2020.253,Christchurch,3C.2a1b.2a,GISAID
A/Michigan/437/2019/2019.653/3C.2a1b.2a,EPI_ISL_398967,2019.653,Michigan,3C.2a1b.2a,GISAID
A/Yokohama/168/2019/2019.722/3C.2a1b.2a,EPI_ISL_395532,2019.722,Yokohama,3C.2a1b.2a,GISAID
A/Abudhabi/62/2019/2019.67/3C.2a1b.2a,EPI_ISL_409406,2019.67,Abudhabi,3C.2a1b.2a,GISAID
A/AbuDhabi/85/2019/2019.897/3C.2a1b.2a,EPI_ISL_404574,2019.897,AbuDhabi,3C.2a1b.2a,GISAID
A/Yokohama/187/2019/2019.758/3C.2a1b.2a,EPI_ISL_395536,2019.758,Yokohama,3C.2a1b.2a,GISAID
A/Fujian-Xinluo/1684/2020/2020.288/3C.2a1b.2a,EPI_ISL_522425,2020.288,Fujian-Xinluo,3C.2a1b.2a,GISAID
A/SriLanka/65/2020/2020.018/3C.2a1b.2a,EPI_ISL_718130,2020.018,SriLanka,3C.2a1b.2a,GISAID
A/Bhutan/162/2019/2019.618/3C.2a1b.2a,EPI_ISL_409093,2019.618,Bhutan,3C.2a1b.2a,GISAID
A/Bhutan/1095/2019/2019.733/3C.2a1b.2a,EPI_ISL_400036,2019.733,Bhutan,3C.2a1b.2a,GISAID
A/SriLanka/55/2019/2019.971/3C.2a1b.2a,EPI_ISL_419267,2019.971,SriLanka,3C.2a1b.2a,GISAID
A/Philippines/25/2020/2020.102/3C.2a1b.2a,EPI_ISL_510012,2020.102,Philippines,3C.2a1b.2a,GISAID
A/Singapore/TT0043/2020/2020.015/3C.2a1b.2a,EPI_ISL_481341,2020.015,Singapore,3C.2a1b.2a,GISAID
A/Bahrain/835/2019/2019.944/3C.2a1b.2a,EPI_ISL_412153,2019.944,Bahrain,3C.2a1b.2a,GISAID
A/Anantnag/AG_159/2019/2019.914/3C.2a1b.2a,EPI_ISL_412107,2019.914,Anantnag,3C.2a1b.2a,GISAID
A/Michigan/438/2019/2019.673/3C.2a1b.2a,EPI_ISL_398958,2019.673,Michigan,3C.2a1b.2a,GISAID
A/Tasmania/503/2020-egg/2020.127/1,EPI_ISL_644655,2020.127,Tasmania,1,GISAID
A/Estonia/2386/2021/2021.93/1,EPI_ISL_9842657,2021.93,Estonia,1,GISAID
A/Tasmania/503/2020/2020.127/1,EPI_ISL_493145,2020.127,Tasmania,1,GISAID
A/Miyagi/2/2021/2021.166/1,EPI_ISL_2932451,2021.166,Miyagi,1,GISAID
A/TimorLeste/2/2020/2020.654/1,EPI_ISL_660119,2020.654,TimorLeste,1,GISAID
A/TimorLeste/43/2021/2021.081/1,EPI_ISL_3101003,2021.081,TimorLeste,1,GISAID
A/Darwin/2/2021/2021.158/1,EPI_ISL_2621726,2021.158,Darwin,1,GISAID
A/TimorLeste/8/2022/2022.048/1,EPI_ISL_11499453,2022.048,TimorLeste,1,GISAID
A/California/55/2020/2020.78/1a,EPI_ISL_883863,2020.78,California,1a,GISAID
A/Cambodia/e0826360/2020-egg/2020.54/1a,EPI_ISL_806547,2020.54,Cambodia,1a,GISAID
A/Cambodia/e0826360/2020/2020.54/1a,EPI_ISL_944639,2020.54,Cambodia,1a,GISAID
A/Thailand/5/2021/2021.478/1a,EPI_ISL_5984007,2021.478,Thailand,1a,GISAID
A/Cambodia/nC_106184/2020/2020.835/1a,EPI_ISL_710461,2020.835,Cambodia,1a,GISAID
A/Vietnam/Vnhcm-Gs520/2020/2020.807/1a,EPI_ISL_1296353,2020.807,Vietnam,1a,GISAID
A/Lao/799/2021/2021.163/1a,EPI_ISL_2245459,2021.163,Lao,1a,GISAID
A/Lao/1745/2020/2020.717/1a,EPI_ISL_766857,2020.717,Lao,1a,GISAID
A/Lao/1421/2021/2021.278/1a,EPI_ISL_5984046,2021.278,Lao,1a,GISAID
A/Lao/580/2021/2021.141/1a,EPI_ISL_2245465,2021.141,Lao,1a,GISAID
A/Vietnam/Vnhcm-Gs653/2019/2019.979/1a,EPI_ISL_1296346,2019.979,Vietnam,1a,GISAID
A/Yamagata/2/2021/2021.108/1a,EPI_ISL_3162308,2021.108,Yamagata,1a,GISAID
A/Guangxi-Fangcheng/11111/2021/2021.727/1a.1,EPI_ISL_14033216,2021.727,Guangxi-Fangcheng,1a.1,GISAID
A/Guangdong-Zhongshan/1443/2022/2022.371/1a.1,EPI_ISL_14033305,2022.371,Guangdong-Zhongshan,1a.1,GISAID
A/Zhejiang-Shangcheng/1915/2022/2022.61/1a.1,EPI_ISL_16873592,2022.61,Zhejiang-Shangcheng,1a.1,GISAID
A/Zhejiang-Nanhu/11279/2022/2022.955/1a.1,EPI_ISL_16873587,2022.955,Zhejiang-Nanhu,1a.1,GISAID
A/Zhejiang-yongkang/1312/2022/2022.199/1a.1,EPI_ISL_14033338,2022.199,Zhejiang-yongkang,1a.1,GISAID
A/Zhejiang-Nanhu/11082/2022/2022.812/1a.1,EPI_ISL_16559164,2022.812,Zhejiang-Nanhu,1a.1,GISAID
A/Yunnan-Zhenxiong/51/2023/2023.089/1a.1,EPI_ISL_17465771,2023.089,Yunnan-Zhenxiong,1a.1,GISAID
A/Neimenggu-Wulanhaote/117/2023/2023.007/1a.1,EPI_ISL_17416538,2023.007,Neimenggu-Wulanhaote,1a.1,GISAID
A/Guangxi/7240/2021/2021.938/1a.1,EPI_ISL_14033700,2021.938,Guangxi,1a.1,GISAID
A/Zhejiang-Nanhu/1746/2022/2022.547/1a.1,EPI_ISL_14818834,2022.547,Zhejiang-Nanhu,1a.1,GISAID
A/Zhejiang-Shangcheng/11000/2022/2022.667/1a.1,EPI_ISL_16093951,2022.667,Zhejiang-Shangcheng,1a.1,GISAID
A/Hunan-yanfeng/1305/2022/2022.281/1a.1,EPI_ISL_14456601,2022.281,Hunan-yanfeng,1a.1,GISAID
A/Hainan-Baotinglizumiaozuzizhi/35/2022/2022.451/1a.1,EPI_ISL_14033275,2022.451,Hainan-Baotinglizumiaozuzizhi,1a.1,GISAID
A/Zhejiang-Suichang/31/2022/2022.895/1a.1,EPI_ISL_16873595,2022.895,Zhejiang-Suichang,1a.1,GISAID
A/England/211640706/2021/2021.295/2,EPI_ISL_5935277,2021.295,England,2,GISAID
A/Michigan/173/2020/2020.884/2,EPI_ISL_5332903,2020.884,Michigan,2,GISAID
A/Michigan/173/2020-egg/2020.884/2,EPI_ISL_3479384,2020.884,Michigan,2,GISAID
A/India/PUN-NIV290244/2021/2021.032/2d,EPI_ISL_4373446,2021.032,India,2d,GISAID
A/AbuDhabi/2375/2021/2021.045/2d,EPI_ISL_956338,2021.045,AbuDhabi,2d,GISAID
A/AbuDhabi/2210332924/2021/2021.103/2d,EPI_ISL_3534316,2021.103,AbuDhabi,2d,GISAID
A/AbuDhabi/2210622842/2021/2021.168/2d,EPI_ISL_3534325,2021.168,AbuDhabi,2d,GISAID
A/Kenya/111/2021/2021.133/2d,EPI_ISL_3184703,2021.133,Kenya,2d,GISAID
A/Wisconsin/2/2021/2021.062/2d,EPI_ISL_1064118,2021.062,Wisconsin,2d,GISAID
A/Nepal/21FL0201/2021/2021.086/2,EPI_ISL_2233244,2021.086,Nepal,2,GISAID
A/Nepal/20FL2312/2020/2020.966/2,EPI_ISL_2233243,2020.966,Nepal,2,GISAID
A/Darwin/45/2021/2021.818/2c,EPI_ISL_6698580,2021.818,Darwin,2c,GISAID
A/India/PUN-NIV298154/2021/2021.24/2c,EPI_ISL_4373516,2021.24,India,2c,GISAID
A/Darwin/36/2021-egg/2021.736/2c,EPI_ISL_9673933,2021.736,Darwin,2c,GISAID
A/Moscow/6/2022/2022.051/2c,EPI_ISL_14198758,2022.051,Moscow,2c,GISAID
A/Darwin/36/2021/2021.736/2c,EPI_ISL_5933273,2021.736,Darwin,2c,GISAID
A/Pennsylvania/1/2021/2021.212/2c,EPI_ISL_5332897,2021.212,Pennsylvania,2c,GISAID
A/SouthAfrica/R07089/2022/2022.429/2c,EPI_ISL_14870288,2022.429,SouthAfrica,2c,GISAID
A/India/PUN-NIV312063/2021/2021.352/2c,EPI_ISL_4373546,2021.352,India,2c,GISAID
A/Minnesota/2/2021/2021.459/2c,EPI_ISL_3794349,2021.459,Minnesota,2c,GISAID
A/AbuDhabi/2211541032/2021/2021.421/2c,EPI_ISL_3534318,2021.421,AbuDhabi,2c,GISAID
A/NewYork/2/2021/2021.541/2c,EPI_ISL_7256673,2021.541,NewYork,2c,GISAID
A/Stockholm/3/2021/2021.136/2,EPI_ISL_3315855,2021.136,Stockholm,2,GISAID
A/Salalah/520266545/2020/2020.761/2,EPI_ISL_984706,2020.761,Salalah,2,GISAID
A/Bangladesh/911009/2020-egg/2020.673/2,EPI_ISL_968664,2020.673,Bangladesh,2,GISAID
A/Bangladesh/3005/2020-egg/2020.679/2,EPI_ISL_968670,2020.679,Bangladesh,2,GISAID
A/Bangladesh/10006/2020/2020.652/2,EPI_ISL_767337,2020.652,Bangladesh,2,GISAID
A/Tyumen/1V/2021/2021.577/2,EPI_ISL_3723515,2021.577,Tyumen,2,GISAID
A/Yekaterinburg/10-01V/2021/2021.645/2,EPI_ISL_5056427,2021.645,Yekaterinburg,2,GISAID
A/England/203680658/2020/2020.668/2,EPI_ISL_9029224,2020.668,England,2,GISAID
A/Bangladesh/4005/2020/2020.758/2,EPI_ISL_882880,2020.758,Bangladesh,2,GISAID
A/Bangladesh/911009/2020/2020.673/2,EPI_ISL_1015484,2020.673,Bangladesh,2,GISAID
A/Washington/44/2022/2022.612/2b,EPI_ISL_15288443,2022.612,Washington,2b,GISAID
A/Bahrain/8523/2022/2022.533/2b,EPI_ISL_14863104,2022.533,Bahrain,2b,GISAID
A/Maldives/765/2022/2022.656/2b,EPI_ISL_15394457,2022.656,Maldives,2b,GISAID
A/Victoria/5165/2022/2022.826/2b,EPI_ISL_16003426,2022.826,Victoria,2b,GISAID
